,Assessor Neighborhood,Closed Roll Year,Assessed Land Value,Pct Change
427,Merced Heights,2016.0,218960.3042616452,0
428,Merced Manor,2007.0,264933.28115942026,0
429,Merced Manor,2008.0,284403.3101449275,0
430,Merced Manor,2009.0,295937.62028985505,0
431,Merced Manor,2010.0,296794.9768115942,0
432,Merced Manor,2012.0,328151.0,0
433,Merced Manor,2013.0,337691.74855491327,0
434,Merced Manor,2014.0,360863.37861271674,0
435,Merced Manor,2015.0,391902.70231213875,0
436,Merced Manor,2016.0,411291.28034682083,0
437,Midtown Terrace,2007.0,185137.00106496274,0
438,Midtown Terrace,2008.0,203228.3191940615,0
439,Midtown Terrace,2009.0,215654.79064824653,0
440,Midtown Terrace,2010.0,219231.61317747078,0
441,Midtown Terrace,2011.0,233368.422008547,0
442,Midtown Terrace,2012.0,244991.56944444444,0
443,Midtown Terrace,2013.0,258931.24338624338,0
444,Midtown Terrace,2014.0,264509.43011811026,0
445,Midtown Terrace,2015.0,281078.9743589744,0
446,Midtown Terrace,2016.0,301071.0631163708,0
447,Miraloma Park,2007.0,212973.6944,0
448,Miraloma Park,2008.0,232019.6656,0
449,Miraloma Park,2009.0,243384.60046948356,0
450,Miraloma Park,2010.0,246630.27759511507,0
451,Miraloma Park,2011.0,255138.5986872949,0
452,Miraloma Park,2012.0,266743.2153918348,0
453,Miraloma Park,2013.0,277421.5849765258,0
454,Miraloma Park,2014.0,289635.1118421053,0
455,Miraloma Park,2015.0,310667.5037558685,0
456,Miraloma Park,2016.0,340174.75622357917,0
457,Mission Bay,2007.0,571093.454719144,0
458,Mission Bay,2008.0,591989.7807153966,0
459,Mission Bay,2009.0,618096.2479976268,0
460,Mission Bay,2010.0,693428.7883190883,0
461,Mission Bay,2011.0,604300.2492522433,0
462,Mission Bay,2012.0,674416.1808537509,0
463,Mission Bay,2013.0,699480.2239179384,0
464,Mission Bay,2014.0,715110.8370646766,0
465,Mission Bay,2015.0,721135.3244693258,0
466,Mission Bay,2016.0,787160.1114998834,0
467,Mission Dolores,2007.0,263433.66263736266,0
468,Mission Dolores,2008.0,297949.1154672395,0
469,Mission Dolores,2009.0,316692.9968304279,0
470,Mission Dolores,2010.0,322162.69098488794,0
471,Mission Dolores,2011.0,332193.7497393118,0
472,Mission Dolores,2012.0,350268.4113957135,0
473,Mission Dolores,2013.0,356998.3622892182,0
474,Mission Dolores,2014.0,367443.78564405115,0
475,Mission Dolores,2015.0,378397.83253588516,0
476,Mission Dolores,2016.0,412155.6008482564,0
477,Mission Terrace,2007.0,158993.29662317727,0
478,Mission Terrace,2008.0,170775.17229470453,0
479,Mission Terrace,2009.0,176389.65209052552,0
480,Mission Terrace,2010.0,179774.66973532797,0
481,Mission Terrace,2011.0,188918.26704980843,0
482,Mission Terrace,2012.0,199253.6315184049,0
483,Mission Terrace,2013.0,202730.81096625768,0
484,Mission Terrace,2014.0,214961.86584898428,0
485,Mission Terrace,2015.0,228188.06360153257,0
486,Mission Terrace,2016.0,245679.09808429118,0
487,Monterey Heights,2007.0,373488.92698412697,0
488,Monterey Heights,2008.0,397707.4253968254,0
489,Monterey Heights,2009.0,419412.0444444445,0
490,Monterey Heights,2010.0,426595.6222222222,0
491,Monterey Heights,2011.0,440236.25396825396,0
492,Monterey Heights,2012.0,452056.3396825397,0
493,Monterey Heights,2013.0,474912.9492063492,0
494,Monterey Heights,2014.0,506162.453968254,0
495,Monterey Heights,2015.0,533987.746031746,0
496,Monterey Heights,2016.0,577747.3714285714,0
497,Mount Davidson Manor,2007.0,228722.6342105263,0
498,Mount Davidson Manor,2008.0,242604.43289473685,0
499,Mount Davidson Manor,2009.0,257281.88815789475,0
500,Mount Davidson Manor,2010.0,260163.4894736842,0
501,Mount Davidson Manor,2011.0,269055.2947368421,0
502,Mount Davidson Manor,2012.0,277229.4342105263,0
503,Mount Davidson Manor,2013.0,287712.96710526315,0
504,Mount Davidson Manor,2014.0,310353.1152317881,0
505,Mount Davidson Manor,2015.0,328636.85714285716,0
506,Mount Davidson Manor,2016.0,347610.47284768213,0
507,Nob Hill,2007.0,349129.7181308411,0
508,Nob Hill,2008.0,381072.7332345313,0
509,Nob Hill,2009.0,402595.6840354767,0
510,Nob Hill,2010.0,427523.7103145574,0
511,Nob Hill,2011.0,435408.8353457739,0
512,Nob Hill,2012.0,466587.2903698279,0
513,Nob Hill,2013.0,492819.9430032883,0
514,Nob Hill,2014.0,487947.67741935485,0
515,Nob Hill,2015.0,546256.2334024897,0
516,Nob Hill,2016.0,586126.283839779,0
517,Noe Valley,2007.0,281727.5400770038,0
518,Noe Valley,2008.0,317285.9754558205,0
519,Noe Valley,2009.0,342367.3590948651,0
520,Noe Valley,2010.0,345398.4178012253,0
521,Noe Valley,2011.0,364676.2065904046,0
522,Noe Valley,2012.0,384978.46398088086,0
523,Noe Valley,2013.0,408274.7053934871,0
524,Noe Valley,2014.0,426430.85923064,0
525,Noe Valley,2015.0,459559.7818333333,0
526,Noe Valley,2016.0,498960.24684385385,0
527,North Beach,2007.0,293967.7918948521,0
528,North Beach,2008.0,316533.09549945116,0
529,North Beach,2009.0,349707.2112211221,0
530,North Beach,2010.0,356840.886214442,0
531,North Beach,2011.0,352989.81291028444,0
532,North Beach,2012.0,375693.3614457831,0
533,North Beach,2013.0,406872.940411701,0
534,North Beach,2014.0,422114.1780673181,0
535,North Beach,2015.0,446399.67280606716,0
536,North Beach,2016.0,463071.9121114684,0
537,North Waterfront,2007.0,623742.204735376,0
538,North Waterfront,2008.0,707188.8119777159,0
539,North Waterfront,2009.0,673014.7569269522,0
540,North Waterfront,2010.0,734617.9569620253,0
541,North Waterfront,2011.0,867270.2109704642,0
542,North Waterfront,2012.0,791237.8860759494,0
543,North Waterfront,2013.0,840680.3658227848,0
544,North Waterfront,2014.0,898735.4734177216,0
545,North Waterfront,2015.0,953461.6493670886,0
546,North Waterfront,2016.0,1007685.7742749054,0
547,Oceanview,2007.0,152415.27805178793,0
548,Oceanview,2008.0,166156.036877689,0
549,Oceanview,2009.0,165018.15313653136,0
550,Oceanview,2010.0,168846.56265356267,0
551,Oceanview,2011.0,176591.45390070922,0
552,Oceanview,2012.0,175341.38291333744,0
553,Oceanview,2013.0,177657.86458333334,0
554,Oceanview,2014.0,196400.36151960783,0
555,Oceanview,2015.0,211261.20526960783,0
556,Oceanview,2016.0,219116.4343373494,0
557,Outer Mission,2007.0,140347.00419874038,0
558,Outer Mission,2008.0,150308.7890516039,0
559,Outer Mission,2009.0,154681.91357592723,0
560,Outer Mission,2010.0,156160.60042134832,0
561,Outer Mission,2011.0,174518.41701244813,0
562,Outer Mission,2012.0,168127.77922077922,0
563,Outer Mission,2013.0,171285.48753948754,0
564,Outer Mission,2014.0,181897.0719803371,0
565,Outer Mission,2015.0,196490.74824438203,0
566,Outer Mission,2016.0,211233.89431179775,0
567,Outer Parkside,2007.0,168398.28990037116,0
568,Outer Parkside,2008.0,182485.1330472103,0
569,Outer Parkside,2009.0,185885.5218335868,0
570,Outer Parkside,2010.0,189219.3433289874,0
571,Outer Parkside,2011.0,200333.13016079966,0
572,Outer Parkside,2012.0,207243.8402868318,0
573,Outer Parkside,2013.0,209334.65652835107,0
574,Outer Parkside,2014.0,225900.97289091302,0
575,Outer Parkside,2015.0,240141.41749891447,0
576,Outer Parkside,2016.0,253623.40794615718,0
577,Outer Richmond,2007.0,213832.72330208097,0
578,Outer Richmond,2008.0,226697.06983112733,0
579,Outer Richmond,2009.0,236918.84668035593,0
580,Outer Richmond,2010.0,242923.51825650388,0
581,Outer Richmond,2011.0,253223.88684389912,0
582,Outer Richmond,2012.0,263672.16643929057,0
583,Outer Richmond,2013.0,275531.74058956915,0
584,Outer Richmond,2014.0,290373.72011794057,0
585,Outer Richmond,2015.0,307594.6016700519,0
586,Outer Richmond,2016.0,328192.7506195089,0
587,Outer Sunset,2007.0,182392.9592811647,0
588,Outer Sunset,2008.0,192073.07426754484,0
589,Outer Sunset,2009.0,201376.15113636362,0
590,Outer Sunset,2010.0,201543.47176230437,0
591,Outer Sunset,2011.0,210995.77604166666,0
592,Outer Sunset,2012.0,214753.94540099683,0
593,Outer Sunset,2013.0,220932.8219705549,0
594,Outer Sunset,2014.0,235402.89105322762,0
595,Outer Sunset,2015.0,248604.45053203532,0
596,Outer Sunset,2016.0,262113.1145314622,0
597,Pacific Heights,2007.0,573531.9428062537,0
598,Pacific Heights,2008.0,647567.0436069455,0
599,Pacific Heights,2009.0,693188.9647221128,0
600,Pacific Heights,2010.0,713056.9641025641,0
601,Pacific Heights,2011.0,738431.5547028729,0
602,Pacific Heights,2012.0,792592.6364351761,0
603,Pacific Heights,2013.0,852976.2592303185,0
604,Pacific Heights,2014.0,901497.2195597116,0
605,Pacific Heights,2015.0,956476.8806057076,0
606,Pacific Heights,2016.0,987893.5624288425,0
607,Park North,2007.0,279193.2472840145,0
608,Park North,2008.0,306418.8118609407,0
609,Park North,2009.0,325190.5158974359,0
610,Park North,2010.0,345554.7867609904,0
611,Park North,2011.0,354035.76961770625,0
612,Park North,2012.0,369119.6914199699,0
613,Park North,2013.0,385701.7195481336,0
614,Park North,2014.0,400093.4951267057,0
615,Park North,2015.0,414896.4454459203,0
616,Park North,2016.0,440789.0982058546,0
617,Parkside,2007.0,178630.78761061947,0
618,Parkside,2008.0,194502.498364441,0
619,Parkside,2009.0,203377.92975712038,0
620,Parkside,2010.0,207819.32558545962,0
621,Parkside,2011.0,217655.7933624454,0
622,Parkside,2012.0,227681.8247728861,0
623,Parkside,2013.0,231496.78780998953,0
624,Parkside,2014.0,246075.58407543215,0
625,Parkside,2015.0,262055.85088178804,0
626,Parkside,2016.0,275542.7090972586,0
627,Parnassus/Ashbury Heights,2007.0,338432.75235700817,0
628,Parnassus/Ashbury Heights,2008.0,366420.67084639496,0
629,Parnassus/Ashbury Heights,2009.0,392515.598622417,0
630,Parnassus/Ashbury Heights,2010.0,402069.6919254658,0
631,Parnassus/Ashbury Heights,2011.0,428542.7294117647,0
632,Parnassus/Ashbury Heights,2012.0,456416.37064676615,0
633,Parnassus/Ashbury Heights,2013.0,478013.3113440197,0
634,Parnassus/Ashbury Heights,2014.0,499086.92839506175,0
635,Parnassus/Ashbury Heights,2015.0,521576.61060329067,0
636,Parnassus/Ashbury Heights,2016.0,556570.3674588666,0
637,Pine Lake Park,2007.0,226931.2711864407,0
638,Pine Lake Park,2008.0,244227.20096852302,0
639,Pine Lake Park,2009.0,257585.4430992736,0
640,Pine Lake Park,2010.0,251391.86198547215,0
641,Pine Lake Park,2011.0,266974.61259079905,0
642,Pine Lake Park,2012.0,287848.00968523003,0
643,Pine Lake Park,2013.0,292619.43341404357,0
644,Pine Lake Park,2014.0,304141.0992736078,0
645,Pine Lake Park,2015.0,328221.4455205811,0
646,Pine Lake Park,2016.0,353511.20581113803,0
647,Portola,2007.0,142945.8335477232,0
648,Portola,2008.0,152173.85140355394,0
649,Portola,2009.0,155749.22276590264,0
650,Portola,2010.0,156705.71274131275,0
651,Portola,2011.0,167100.03887744594,0
652,Portola,2012.0,173653.9358908342,0
653,Portola,2013.0,177071.84744018523,0
654,Portola,2014.0,189498.63615325277,0
655,Portola,2015.0,206163.96710357236,0
656,Portola,2016.0,219848.72456320658,0
657,Potrero Hill,2007.0,266698.8692493947,0
658,Potrero Hill,2008.0,279777.89447983017,0
659,Potrero Hill,2009.0,310853.94890355546,0
660,Potrero Hill,2010.0,300785.5894992905,0
661,Potrero Hill,2011.0,291831.7640016234,0
662,Potrero Hill,2012.0,341400.1772561716,0
663,Potrero Hill,2013.0,361447.07926707825,0
664,Potrero Hill,2014.0,372428.4043607532,0
665,Potrero Hill,2015.0,428737.1550822846,0
666,Potrero Hill,2016.0,461504.521983343,0
667,Presidio Heights,2007.0,791806.2295918367,0
668,Presidio Heights,2008.0,886748.9436379164,0
669,Presidio Heights,2009.0,958527.8740425532,0
670,Presidio Heights,2010.0,987963.9262086514,0
671,Presidio Heights,2011.0,1038974.8010160881,0
672,Presidio Heights,2012.0,1092905.90237691,0
673,Presidio Heights,2013.0,1179676.2807757168,0
674,Presidio Heights,2014.0,1241499.113271344,0
675,Presidio Heights,2015.0,1321622.2400676247,0
676,Presidio Heights,2016.0,1397364.253164557,0
677,Russian Hill,2007.0,295948.9109368717,0
678,Russian Hill,2008.0,286934.51631617115,0
679,Russian Hill,2009.0,312950.1597686608,0
680,Russian Hill,2010.0,322715.0052083333,0
681,Russian Hill,2011.0,333741.90545389306,0
682,Russian Hill,2012.0,352595.92220625223,0
683,Russian Hill,2013.0,374482.0944741533,0
684,Russian Hill,2014.0,397200.011942959,0
685,Russian Hill,2015.0,422653.2595419847,0
686,Russian Hill,2016.0,452017.9104240283,0
687,Sea Cliff,2007.0,705068.3671128107,0
688,Sea Cliff,2008.0,791171.7066666667,0
689,Sea Cliff,2009.0,858878.0247148289,0
690,Sea Cliff,2010.0,888094.7729007633,0
691,Sea Cliff,2011.0,939279.7142857143,0
692,Sea Cliff,2012.0,992049.9082217973,0
693,Sea Cliff,2013.0,1057670.3307839388,0
694,Sea Cliff,2014.0,1110278.7380497132,0
695,Sea Cliff,2015.0,1188811.1739961759,0
696,Sea Cliff,2016.0,1265560.9216061186,0
697,Sherwood Forest,2007.0,276805.933908046,0
698,Sherwood Forest,2008.0,301015.1120689655,0
699,Sherwood Forest,2009.0,314780.2931034483,0
700,Sherwood Forest,2010.0,323167.9913793103,0
701,Sherwood Forest,2011.0,331769.1522988506,0
702,Sherwood Forest,2012.0,343694.5545977011,0
703,Sherwood Forest,2013.0,358473.6350574713,0
704,Sherwood Forest,2014.0,379854.36023054755,0
705,Sherwood Forest,2015.0,402676.84149855905,0
706,Sherwood Forest,2016.0,429419.4293948127,0
707,Silver Terrace,2007.0,112617.39558058926,0
708,Silver Terrace,2008.0,123480.83549783549,0
709,Silver Terrace,2009.0,124076.44646727352,0
710,Silver Terrace,2010.0,129203.81220250974,0
711,Silver Terrace,2011.0,136227.09000432712,0
712,Silver Terrace,2012.0,141235.41966219142,0
713,Silver Terrace,2013.0,145892.12472932006,0
714,Silver Terrace,2014.0,156108.90303030302,0
715,Silver Terrace,2015.0,172165.39454309226,0
716,Silver Terrace,2016.0,180875.19385547383,0
717,South Beach,2007.0,506311.4845053635,0
718,South Beach,2008.0,519755.2089634314,0
719,South Beach,2009.0,661864.6655665566,0
720,South Beach,2010.0,739828.5323997803,0
721,South Beach,2011.0,746173.0263808739,0
722,South Beach,2012.0,766689.3017312449,0
723,South Beach,2013.0,810870.513136289,0
724,South Beach,2014.0,856342.5790914067,0
725,South Beach,2015.0,881493.1295253419,0
726,South Beach,2016.0,851302.5329029054,0
727,South of Market,2007.0,416269.4675925926,0
728,South of Market,2008.0,450773.2969126341,0
729,South of Market,2009.0,543667.9816953584,0
730,South of Market,2010.0,566661.2659529807,0
731,South of Market,2011.0,573793.121630094,0
732,South of Market,2012.0,598292.0060682151,0
733,South of Market,2013.0,635932.4940932642,0
734,South of Market,2014.0,678027.1441011819,0
735,South of Market,2015.0,718875.0130383248,0
736,South of Market,2016.0,773699.7477936851,0
737,St. Francis Wood,2007.0,502566.21023766,0
738,St. Francis Wood,2008.0,535346.7714808044,0
739,St. Francis Wood,2009.0,567791.861060329,0
740,St. Francis Wood,2010.0,574521.2650822669,0
741,St. Francis Wood,2011.0,600297.2010968921,0
742,St. Francis Wood,2012.0,625627.2486288848,0
743,St. Francis Wood,2013.0,646705.529090909,0
744,St. Francis Wood,2014.0,686724.7509090909,0
745,St. Francis Wood,2015.0,719641.9783001809,0
746,St. Francis Wood,2016.0,776783.9384057971,0
747,Stonestown,2007.0,1155274.4307692307,0
748,Stonestown,2008.0,1169639.2861538462,0
749,Stonestown,2009.0,1899612.611111111,0
750,Stonestown,2010.0,2184518.564814815,0
751,Stonestown,2012.0,2245683.7832817337,0
752,Stonestown,2013.0,2310281.204968944,0
753,Stonestown,2014.0,1693961.0902934538,0
754,Stonestown,2015.0,1446393.8246268656,0
755,Stonestown,2016.0,1553429.621414914,0
756,Sunnyside,2007.0,175818.58480894688,0
757,Sunnyside,2008.0,189017.77958993477,0
758,Sunnyside,2009.0,196821.35740913328,0
759,Sunnyside,2010.0,197144.0656424581,0
760,Sunnyside,2011.0,204617.59897769516,0
761,Sunnyside,2012.0,216828.88377498838,0
762,Sunnyside,2013.0,219875.82025081283,0
763,Sunnyside,2014.0,232861.30436802973,0
764,Sunnyside,2015.0,254771.7558031569,0
765,Sunnyside,2016.0,271672.85415699024,0
766,Telegraph Hill,2007.0,354967.2336039975,0
767,Telegraph Hill,2008.0,380847.1625,0
768,Telegraph Hill,2009.0,411068.80925925926,0
769,Telegraph Hill,2010.0,430090.5318097591,0
770,Telegraph Hill,2011.0,442675.50154416304,0
771,Telegraph Hill,2012.0,464993.8504326329,0
772,Telegraph Hill,2013.0,482132.01957186544,0
773,Telegraph Hill,2014.0,504693.2804878049,0
774,Telegraph Hill,2015.0,530908.2741055185,0
775,Telegraph Hill,2016.0,561042.4233797698,0
776,Twin Peaks,2007.0,254838.8610747051,0
777,Twin Peaks,2008.0,270375.05620915035,0
778,Twin Peaks,2009.0,283320.44619422575,0
779,Twin Peaks,2010.0,296460.1651376147,0
780,Twin Peaks,2011.0,304505.2012987013,0
781,Twin Peaks,2012.0,319378.8527131783,0
782,Twin Peaks,2013.0,345300.0614805521,0
783,Twin Peaks,2014.0,362257.59959349595,0
784,Twin Peaks,2015.0,390306.46980552713,0
785,Twin Peaks,2016.0,406010.9264555669,0
786,Union Square,2007.0,490166.69696969696,0
787,Union Square,2008.0,532121.0262409105,0
788,Union Square,2009.0,618702.381795196,0
789,Union Square,2010.0,711735.0022130888,0
790,Union Square,2011.0,755933.3561946902,0
791,Union Square,2012.0,771242.2234513274,0
792,Union Square,2013.0,799244.6855246524,0
793,Union Square,2014.0,836699.9643982357,0
794,Union Square,2015.0,867825.0923416326,0
795,Union Square,2016.0,941651.2777078085,0
796,Van Ness/ Civic Center,2007.0,253044.63138967377,0
797,Van Ness/ Civic Center,2008.0,282707.30739599385,0
798,Van Ness/ Civic Center,2009.0,301350.3320483166,0
799,Van Ness/ Civic Center,2010.0,306300.7097560976,0
800,Van Ness/ Civic Center,2011.0,312972.3332519531,0
801,Van Ness/ Civic Center,2012.0,331729.1608886719,0
802,Van Ness/ Civic Center,2013.0,364047.23593864136,0
803,Van Ness/ Civic Center,2014.0,371516.61532882013,0
804,Van Ness/ Civic Center,2015.0,397528.37358126056,0
805,Van Ness/ Civic Center,2016.0,395237.0468888889,0
806,Visitacion Valley,2007.0,131492.66321779616,0
807,Visitacion Valley,2008.0,139737.33764553687,0
808,Visitacion Valley,2009.0,140164.0931372549,0
809,Visitacion Valley,2010.0,140067.0984241798,0
810,Visitacion Valley,2011.0,145537.00929032257,0
811,Visitacion Valley,2012.0,148580.23909114383,0
812,Visitacion Valley,2013.0,155854.1347792409,0
813,Visitacion Valley,2014.0,165360.86577181207,0
814,Visitacion Valley,2015.0,175324.84589571503,0
815,Visitacion Valley,2016.0,187287.20676303562,0
816,West Portal,2007.0,260392.23076923078,0
817,West Portal,2008.0,278734.8713272543,0
818,West Portal,2009.0,294088.11027332704,0
819,West Portal,2010.0,310061.32173095015,0
820,West Portal,2011.0,323719.29483568075,0
821,West Portal,2012.0,342312.00939849624,0
822,West Portal,2013.0,354054.9100281162,0
823,West Portal,2014.0,366754.62043111527,0
824,West Portal,2015.0,390485.894934334,0
825,West Portal,2016.0,410791.3639774859,0
826,Western Addition,2007.0,293563.91433146514,0
827,Western Addition,2008.0,321220.25100240577,0
828,Western Addition,2009.0,339620.4086193137,0
829,Western Addition,2010.0,342646.64565043896,0
830,Western Addition,2011.0,344112.740569669,0
831,Western Addition,2012.0,353161.26040061633,0
832,Western Addition,2013.0,357961.3353338335,0
833,Western Addition,2014.0,372800.7603305785,0
834,Western Addition,2015.0,400849.6709241172,0
835,Western Addition,2016.0,418485.93418100226,0
836,Westwood Highlands,2007.0,237474.7556675063,0
837,Westwood Highlands,2008.0,254955.66246851385,0
838,Westwood Highlands,2009.0,287138.4805914972,0
839,Westwood Highlands,2010.0,295258.0258780037,0
840,Westwood Highlands,2011.0,310130.99815157114,0
841,Westwood Highlands,2012.0,320309.2846580407,0
842,Westwood Highlands,2013.0,329153.00369685766,0
843,Westwood Highlands,2014.0,344339.6291512915,0
844,Westwood Highlands,2015.0,369263.3929889299,0
845,Westwood Highlands,2016.0,386926.31734317343,0
846,Westwood Park,2007.0,199627.01408450704,0
847,Westwood Park,2008.0,215511.85289514868,0
848,Westwood Park,2009.0,227212.36150234743,0
849,Westwood Park,2010.0,225447.71830985916,0
850,Westwood Park,2011.0,232168.28169014084,0
851,Westwood Park,2012.0,248945.3255086072,0
852,Westwood Park,2013.0,254389.30359937402,0
853,Westwood Park,2014.0,272476.95652173914,0
854,Westwood Park,2015.0,287522.1782945736,0
855,Westwood Park,2016.0,315942.496124031,0
856,Yerba Buena,2007.0,158940.68042182486,0
857,Yerba Buena,2008.0,172196.6880146386,0
858,Yerba Buena,2009.0,178255.3808870599,0
859,Yerba Buena,2010.0,184776.82774355463,0
860,Yerba Buena,2011.0,195626.99339558187,0
861,Yerba Buena,2012.0,204959.31282752336,0
862,Yerba Buena,2013.0,215992.1071996366,0
863,Yerba Buena,2014.0,229813.58922482384,0
864,Yerba Buena,2015.0,251850.30304407087,0
865,Yerba Buena,2016.0,274653.405,0
